N,P,K,temperature,humidity,ph,rainfall,label
20,60,20,25.46,49.01403101,5.9,288.3,horsegram
20,60,20,28.5,64.22216607,6.08,1145.22,horsegram
20,60,20,22.6,65.18267957,6.14,1246.715,horsegram
20,60,20,25.66666667,65.2550092,6.06,1110.78,horsegram
20,60,20,33.58333333,46.68848256,5.92,840.46,horsegram
20,60,20,30.26666667,48.03061069,5.88,113.7,horsegram
20,60,20,28.5,50.67739219,5.92,1145.22,horsegram
20,60,20,22.6,64.4017003,6.06,1246.715,horsegram
20,60,20,22.03333333,64.42731764,6.08,664.94,horsegram
20,60,20,23.56,35.28210971,5.82,167.38,horsegram
20,60,20,29.26666667,51.71165704,5.92,654.34,horsegram
20,60,20,35.34666667,46.35592556,5.9,331.88,horsegram
20,60,20,25.574,61.73974993,6.06,98.94,horsegram
20,60,20,25.574,55.56479168,5.96,98.94,horsegram
20,60,20,27.65454545,65.06798452,6.16,884.5,horsegram
20,60,20,29.56666667,51.26333596,5.86,297.66,horsegram
20,60,20,21.3,39.17419529,5.9,199.2125,horsegram
20,60,20,25.574,47.43315149,5.94,98.94,horsegram
20,60,20,29.56666667,64.28714104,6.12,297.66,horsegram
20,60,20,26.43333333,49.85999642,5.9,207.55,horsegram
20,60,20,30.43,47.05281064,6.06,1011.49,horsegram
20,60,20,25.46,65.59227807,6.12,288.3,horsegram
20,60,20,30.43,47.18578245,6.16,1011.49,horsegram
20,60,20,25.46,48.42273216,5.82,288.3,horsegram
20,60,20,22.38,24.88017114,5.94,94.02,horsegram
20,60,20,22.6,64.43954732,6.1,1246.715,horsegram
20,60,20,29.26666667,64.29468525,6.1,654.34,horsegram
20,60,20,22.6,39.02346541,5.86,1246.715,horsegram
20,60,20,25.574,46.24225137,5.84,98.94,horsegram
20,60,20,33.58333333,46.63319809,5.94,840.46,horsegram
20,60,20,25.66666667,60.46361945,5.96,1110.78,horsegram
20,60,20,22.6,64.32741151,6.08,1246.715,horsegram
20,60,20,28.5,64.29645485,6.06,1145.22,horsegram
20,60,20,29.56666667,51.68535701,5.92,297.66,horsegram
20,60,20,30.26666667,52.42085461,6.1,113.7,horsegram
20,60,20,22.28,50.83225178,6.1,152.54,horsegram
20,60,20,25.46,65.75673206,6.16,288.3,horsegram
20,60,20,28.03333333,64.40067807,6.02,1151.02,horsegram
20,60,20,21.3,56.29694157,6.14,199.2125,horsegram
20,60,20,23.56,50.97847387,6.1,167.38,horsegram
20,60,20,27.65454545,64.53419695,6.06,884.5,horsegram
20,60,20,28.03333333,64.83135902,6.16,1151.02,horsegram
20,60,20,28.68,50.18482254,5.82,770.44,horsegram
20,60,20,22.6,65.24280842,6.16,1246.715,horsegram
20,60,20,22.38,62.87164677,6.18,94.02,horsegram
20,60,20,35.34666667,46.04839918,6.18,331.88,horsegram
20,60,20,29.56666667,63.99145022,6.04,297.66,horsegram
20,60,20,28.03333333,50.52660705,5.94,1151.02,horsegram
20,60,20,25.46,62.27845209,5.98,288.3,horsegram
20,60,20,21.3,39.08099447,5.82,199.2125,horsegram
20,60,20,30.43,47.05257596,6.1,1011.49,horsegram
20,60,20,30.26666667,48.8498093,5.94,113.7,horsegram
20,60,20,27.65454545,50.78209678,5.94,884.5,horsegram
20,60,20,25.66666667,49.34959769,5.9,1110.78,horsegram
20,60,20,22.03333333,64.2085204,6.02,664.94,horsegram
20,60,20,23.56,50.72898458,6.18,167.38,horsegram
20,60,20,30.43,46.97141675,6.12,1011.49,horsegram
20,60,20,23.56,51.2383134,6.06,167.38,horsegram
20,60,20,25.66666667,48.66033991,5.84,1110.78,horsegram
20,60,20,27.86666667,50.39279576,5.84,516.68,horsegram
20,60,20,29.26666667,64.39943018,6.02,654.34,horsegram
20,60,20,30.43,47.12586215,6.02,1011.49,horsegram
20,60,20,21.3,39.20495556,5.92,199.2125,horsegram
20,60,20,22.38,53.29113878,5.98,94.02,horsegram
20,60,20,33.58333333,46.76730628,5.9,840.46,horsegram
20,60,20,25.46,65.73272774,6.14,288.3,horsegram
20,60,20,22.38,24.54573894,5.88,94.02,horsegram
20,60,20,33.58333333,46.13881865,6.14,840.46,horsegram
20,60,20,30.43,47.14030523,6.04,1011.49,horsegram
20,60,20,27.65454545,65.04607803,6.14,884.5,horsegram
20,60,20,28.03333333,50.24679495,5.82,1151.02,horsegram
20,60,20,29.26666667,51.72337428,5.9,654.34,horsegram
20,60,20,29.56666667,51.3612949,5.82,297.66,horsegram
20,60,20,23.562,56.66049518,6,73.47,horsegram
20,60,20,30.26666667,52.08008398,5.98,113.7,horsegram
20,60,20,27.86666667,50.42086071,5.86,516.68,horsegram
20,60,20,22.28,50.89097559,6.08,152.54,horsegram
20,60,20,25.66666667,65.84122783,6.14,1110.78,horsegram
20,60,20,27.65454545,50.52303204,5.82,884.5,horsegram
20,60,20,22.38,61.89795961,6.1,94.02,horsegram
20,60,20,25.46,60.1894174,5.96,288.3,horsegram
20,60,20,30.43,49.84373704,5.88,1011.49,horsegram
20,60,20,28.5,60.21900789,5.96,1145.22,horsegram
20,60,20,25.46,62.77256929,6,288.3,horsegram
20,60,20,22.03333333,61.27176358,6,664.94,horsegram
20,60,20,22.6,39.14266987,5.94,1246.715,horsegram
20,60,20,33.58333333,46.06744197,6.1,840.46,horsegram
20,60,20,28.03333333,64.38158007,6.04,1151.02,horsegram
20,60,20,22.03333333,65.34271455,6.18,664.94,horsegram
20,60,20,27.65454545,62.19329409,5.98,884.5,horsegram
20,60,20,25.574,47.42080906,5.9,98.94,horsegram
20,60,20,28.68,64.3476386,6.08,770.44,horsegram
20,60,20,28.68,50.11492855,5.86,770.44,horsegram
20,60,20,22.28,24.83665247,5.94,152.54,horsegram
20,60,20,25.66666667,65.29861856,6.04,1110.78,horsegram
20,60,20,27.65454545,60.85201601,5.96,884.5,horsegram
20,60,20,30.26666667,52.14894175,6.14,113.7,horsegram
20,60,20,25.66666667,65.86523215,6.16,1110.78,horsegram
20,60,20,29.56666667,64.12778998,6.18,297.66,horsegram
20,60,20,28.68,64.95571496,6.16,770.44,horsegram
20,60,20,29.26666667,62.33097375,6,654.34,horsegram
20,60,20,25.574,61.52495345,6.04,98.94,horsegram
20,60,20,22.28,50.76127308,6.02,152.54,horsegram
20,60,20,29.26666667,64.81552957,6.14,654.34,horsegram
20,60,20,35.34666667,45.97802746,6.02,331.88,horsegram
20,60,20,29.56666667,63.90580328,6.1,297.66,horsegram
20,60,20,23.562,24.79722994,5.88,73.47,horsegram
20,60,20,33.58333333,45.98628275,6.12,840.46,horsegram
20,60,20,28.68,61.98964095,5.98,770.44,horsegram
20,60,20,28.5,64.39223654,6.02,1145.22,horsegram
20,60,20,28.33333333,64.60155223,6.18,1166.94,horsegram
20,60,20,28.03333333,50.14883601,5.84,1151.02,horsegram
20,60,20,21.3,55.86831683,6.12,199.2125,horsegram
20,60,20,22.6,60.06030563,5.98,1246.715,horsegram
20,60,20,23.56,48.44662135,5.96,167.38,horsegram
20,60,20,22.28,49.65122648,5.98,152.54,horsegram
20,60,20,22.28,24.61903496,5.9,152.54,horsegram
20,60,20,23.56,51.00296015,6.02,167.38,horsegram
20,60,20,28.5,50.48367761,5.94,1145.22,horsegram
20,60,20,28.5,50.64294123,5.9,1145.22,horsegram
20,60,20,22.03333333,64.50160643,6.06,664.94,horsegram
20,60,20,33.58333333,46.22318507,5.82,840.46,horsegram
20,60,20,25.66666667,65.70077817,6.12,1110.78,horsegram
20,60,20,27.65454545,64.45990817,6.08,884.5,horsegram
20,60,20,25.46,49.26833806,5.92,288.3,horsegram
20,60,20,22.38,62.75186596,6.16,94.02,horsegram
20,60,20,23.56,35.56940614,5.9,167.38,horsegram
20,60,20,28.68,50.0868636,5.84,770.44,horsegram
20,60,20,25.66666667,65.18072041,6.08,1110.78,horsegram
20,60,20,22.38,61.21144972,6.02,94.02,horsegram
20,60,20,33.58333333,46.12522612,5.84,840.46,horsegram
20,60,20,22.28,24.58232387,5.86,152.54,horsegram
20,60,20,28.03333333,50.68587067,5.9,1151.02,horsegram
20,60,20,22.38,24.44399845,5.84,94.02,horsegram
20,60,20,33.58333333,45.98266154,6.08,840.46,horsegram
20,60,20,25.66666667,49.60390475,5.92,1110.78,horsegram
20,60,20,22.03333333,39.37682012,5.86,664.94,horsegram
20,60,20,25.574,61.76717933,6.08,98.94,horsegram
75,40,50,26.01818182,83.7285253,4.9,1350.025,jackfruit
75,40,50,27.90909091,82.90704705,4.9,2817.86,jackfruit
75,40,50,26.01818182,83.31979946,4.84,1350.025,jackfruit
75,40,50,27.65454545,82.46651861,4.82,884.5,jackfruit
75,40,50,27.65454545,83.04023785,4.96,884.5,jackfruit
75,40,50,27.65454545,82.86563372,4.9,884.5,jackfruit
75,40,50,26.01818182,83.35552065,4.88,1350.025,jackfruit
75,40,50,27.65454545,84.0077605,5.04,884.5,jackfruit
75,40,50,27.90909091,84.04917383,5.04,2817.86,jackfruit
75,40,50,27.65454545,84.01642265,5.06,884.5,jackfruit
75,40,50,27.65454545,84.00827556,5.1,884.5,jackfruit
75,40,50,27.90909091,82.54365313,4.88,2817.86,jackfruit
75,40,50,27.65454545,83.04023785,4.98,884.5,jackfruit
75,40,50,27.90909091,84.06533113,5.14,2817.86,jackfruit
75,40,50,27.65454545,82.5022398,4.88,884.5,jackfruit
75,40,50,27.65454545,82.46651861,4.84,884.5,jackfruit
89,47,38,25.52468965,72.24850829,6.002524871,151.8869972,jute
60,37,39,26.59104992,82.94164078,6.033485257,161.2469997,jute
63,41,45,25.29781791,86.8870535,7.121933579,196.6249511,jute
86,40,39,25.72100868,88.16513579,6.207459637,175.6086697,jute
96,41,40,23.58419277,72.00460848,6.090060478,190.4242157,jute
100,35,36,25.31042337,72.01364411,6.346715209,190.5577618,jute
63,37,43,23.41798979,85.08640476,6.661957897,185.7446728,jute
70,43,40,24.35564134,88.80391021,6.176860192,169.1168028,jute
67,55,44,26.284017,75.14640198,7.251847296,182.2685447,jute
74,40,40,25.13842773,83.12053888,6.386259978,169.3388465,jute
89,53,44,24.88692811,71.91711523,7.319735475,150.2498675,jute
74,46,45,25.75734909,88.36668522,6.025028997,189.4263485,jute
89,41,38,23.12844351,74.68322732,6.344751947,199.8362913,jute
60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,jute
67,43,38,25.21622704,70.88259632,7.299304715,195.8645552,jute
70,38,35,24.39736241,79.26861738,7.014063944,164.2697011,jute
74,49,38,23.31410442,71.4509053,7.488014404,164.4970373,jute
90,40,39,25.72668885,81.86171563,6.626503893,191.9649389,jute
82,35,44,26.96656378,78.21047693,6.239011,169.8391177,jute
73,45,37,23.70467146,74.63745355,6.742688094,181.2783964,jute
85,53,38,24.90075709,73.84186449,6.588017308,153.8990984,jute
81,56,36,23.39605743,72.60512854,7.097586415,174.7876411,jute
84,55,38,26.8748389,79.78725152,6.956682743,173.1017097,jute
80,45,42,23.1426498,74.99739774,7.380396262,151.9035477,jute
76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,jute
76,56,39,24.39459498,89.89106506,6.551130445,197.1220049,jute
81,40,45,25.7629429,80.76238215,6.427726565,174.5071843,jute
76,44,45,25.4879684,84.48235878,6.740947635,168.7848886,jute
69,47,40,25.37122686,76.2403666,6.130136384,183.8270791,jute
82,40,45,26.21312799,81.70476368,6.667633355,180.1237765,jute
69,57,35,24.30748599,78.54340987,6.186814392,186.2337571,jute
81,36,38,23.76554749,87.98329901,6.334837865,150.3166152,jute
67,60,38,24.79853023,78.53037059,7.16214284,162.2847429,jute
72,51,40,23.20683504,74.09956958,7.422318499,199.4766779,jute
65,39,45,23.66805429,70.89000744,6.768001309,184.4633281,jute
78,50,43,25.12417673,85.72530641,6.348441469,159.5718087,jute
77,52,41,23.89069041,83.46409075,6.097294061,167.7230632,jute
89,52,42,23.09433785,81.45139295,6.14132902,196.6587013,jute
62,49,37,24.21744605,82.85284045,7.479248124,166.1365886,jute
90,48,45,24.06475727,71.31342851,6.509174789,153.6390212,jute
66,47,36,24.85441411,74.4407048,6.57256106,175.572958,jute
80,52,39,26.41915161,76.85691248,7.165696848,197.2101782,jute
89,52,45,24.89326318,77.01222585,7.207457208,196.469984,jute
77,51,44,23.25583402,82.7015932,7.124333547,166.2160846,jute
94,37,41,24.7634518,87.06071115,6.463538707,179.1630865,jute
75,41,35,24.97042599,78.62697699,6.856833064,166.6415254,jute
60,55,36,26.12797248,80.49172597,7.132389299,150.6326874,jute
62,56,35,25.97825807,81.65769588,6.235357638,163.3488091,jute
84,40,42,26.2830571,73.35763537,6.704273839,186.6898282,jute
100,56,40,26.38905406,83.31240346,7.433313409,176.1516409,jute
75,56,44,25.2746335,73.7459581,6.109478059,168.0432282,jute
78,46,42,23.09499564,78.45959697,7.095413294,155.3851533,jute
82,48,36,25.79351957,81.76904006,6.352076783,193.2418382,jute
100,58,41,23.17403323,87.88255345,6.658769991,160.6217342,jute
88,50,40,25.63215038,79.95150917,7.051822472,182.2582277,jute
67,41,40,25.848795,87.81661683,7.333143205,152.6194403,jute
72,42,43,26.56767277,80.90424543,6.352771037,181.2915605,jute
89,40,43,26.24532085,72.97198375,7.124050134,189.9711184,jute
89,57,43,26.91515043,73.19897535,6.998787171,177.2233048,jute
61,41,44,24.36972377,82.11319791,6.537914958,159.9210934,jute
79,45,43,25.71901283,79.15532398,7.171054239,187.1735424,jute
84,40,43,25.01157559,88.3313023,7.228268228,169.4168014,jute
98,43,35,25.40785911,76.44048625,7.319952206,188.6372826,jute
75,36,44,23.28081,74.27607475,6.613341343,153.7447398,jute
89,58,35,23.98651719,82.09053379,6.096838784,167.0576456,jute
91,41,37,24.48556447,83.20630007,6.132570523,192.2316221,jute
77,48,36,25.86705009,84.09985284,7.36008498,154.8390847,jute
66,58,35,23.5643831,79.46283115,7.321619041,185.25947,jute
62,59,41,24.2248758,74.89465426,7.175170657,192.4931257,jute
82,35,35,25.49386782,86.97061481,7.299076163,176.5268267,jute
61,41,35,24.97178693,79.47557931,6.842966479,195.7571622,jute
99,57,38,24.80624984,82.09281674,6.356295568,156.3616174,jute
70,42,43,23.16814977,76.66724969,6.508342839,157.1215052,jute
90,59,35,24.25133493,89.86454053,7.098227926,175.1742112,jute
73,43,42,26.58361011,78.00774772,6.310699968,154.8238864,jute
67,46,44,26.82489244,78.20392774,7.093328631,153.9199807,jute
84,37,42,25.49674786,81.13449097,6.691074249,169.9288234,jute
72,41,36,24.09874353,80.57226761,6.187746776,176.8604109,jute
71,56,37,23.18866654,86.20899734,6.491506245,176.103677,jute
64,53,38,26.24347471,78.51063754,6.855362875,183.4065252,jute
65,54,39,23.75091572,71.14782585,7.124571593,160.0889553,jute
60,58,37,26.13871511,79.1188943,6.067302109,171.4892533,jute
86,39,43,26.14576648,71.23690851,6.432051512,193.1007598,jute
90,50,44,26.91643698,73.48655995,6.253408852,171.4716375,jute
91,38,36,26.5232969,77.17331847,7.287318723,157.8548562,jute
87,48,38,23.81579631,80.94023552,7.161865733,190.312216,jute
72,41,36,26.50838667,86.84264005,6.065898283,152.9801697,jute
71,54,35,26.63952463,70.95705996,7.311077075,199.3355744,jute
82,46,41,23.3250131,79.79609448,6.581693772,187.3096148,jute
71,52,43,26.47549543,73.96164569,6.732826127,180.2513601,jute
80,43,43,23.78756036,74.36794079,6.014572075,172.6442654,jute
77,55,43,25.49941707,75.99987588,6.663559451,193.7141828,jute
95,57,41,23.24925555,73.65346838,6.434610995,184.7674863,jute
63,47,35,26.98582182,89.05587886,7.432768147,193.8778713,jute
93,43,38,23.61475336,86.14290267,6.987332927,150.2355238,jute
87,44,43,23.87484465,86.79261344,6.718725189,177.5147313,jute
88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,jute
90,39,37,24.81441246,81.68688879,6.86106911,190.7886386,jute
90,39,43,24.44743944,82.286484,6.7693455,190.9684885,jute
84,38,43,26.57421679,73.81994896,7.26158085,159.3223075,jute
13,60,25,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans
25,70,16,19.63474332,18.90705639,5.759237003,106.3598183,kidneybeans
31,55,22,22.91350245,21.33953114,5.873171894,109.225556,kidneybeans
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans
26,65,22,17.84806561,18.77621951,5.949949081,143.0984171,kidneybeans
17,57,21,19.88394011,20.31564139,5.789214289,60.91974792,kidneybeans
26,80,18,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans
17,59,17,18.4167001,23.42829938,5.689858133,132.9801054,kidneybeans
27,59,22,21.81167649,23.20591245,5.794158504,130.0608093,kidneybeans
28,58,24,19.72702528,18.28173015,5.748190463,143.7630894,kidneybeans
25,57,19,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans
28,80,17,19.62207826,18.67170854,5.809419584,144.1567454,kidneybeans
25,60,22,21.63149148,21.17919701,5.887263027,134.3649948,kidneybeans
12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans
6,77,25,20.61162204,24.36314135,5.792744849,69.63833855,kidneybeans
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans
27,80,15,19.07096165,21.21092266,5.788386951,86.21917578,kidneybeans
10,55,23,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans
23,65,20,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans
19,65,25,18.09551014,18.29318436,5.625096446,144.7902323,kidneybeans
22,70,19,18.23775702,21.07643273,5.515615023,69.44951585,kidneybeans
37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans
11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans
21,63,17,15.77370214,19.2303162,5.979973965,108.3441414,kidneybeans
24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,kidneybeans
34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,kidneybeans
16,75,21,18.50692825,23.61670065,5.679224346,87.0513289,kidneybeans
17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans
37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans
40,73,20,21.59343016,20.31871249,5.811314232,61.13872036,kidneybeans
9,77,17,20.12373284,24.45202552,5.783425416,106.158201,kidneybeans
1,62,23,15.43546065,18.37477907,5.607808432,139.0302034,kidneybeans
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,kidneybeans
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,kidneybeans
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,kidneybeans
7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,kidneybeans
8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,kidneybeans
27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,kidneybeans
28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,kidneybeans
32,57,18,15.53834801,23.75560241,5.695422863,107.3850593,kidneybeans
27,56,22,19.91853092,20.70099804,5.833010958,108.6434544,kidneybeans
17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,kidneybeans
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,kidneybeans
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,kidneybeans
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,kidneybeans
9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,kidneybeans
11,72,20,19.52226241,24.92607153,5.951177452,113.334026,kidneybeans
3,67,24,17.00067625,19.90790546,5.520880014,103.2926407,kidneybeans
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,kidneybeans
3,77,25,24.84906168,22.89464642,5.608165195,62.21292186,kidneybeans
23,62,19,16.51783455,20.4555596,5.609435128,98.77794225,kidneybeans
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,kidneybeans
31,79,25,23.18864385,22.3104551,5.902033406,63.38208822,kidneybeans
34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,kidneybeans
12,63,17,18.358923,19.37703396,5.717143397,138.414764,kidneybeans
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,kidneybeans
7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,kidneybeans
24,67,22,20.120043,22.89845607,5.618844277,104.6252153,kidneybeans
11,71,24,21.14011423,22.7182355,5.606620346,141.6056722,kidneybeans
37,74,15,24.92360104,18.22590825,5.582178402,62.7089169,kidneybeans
25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,kidneybeans
34,66,17,18.81097271,21.27833035,5.889614577,125.084915,kidneybeans
20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,kidneybeans
37,65,16,22.8352024,18.97267518,5.683548308,63.59276673,kidneybeans
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,kidneybeans
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,kidneybeans
37,56,25,22.05592283,19.60379304,5.774755144,126.7265372,kidneybeans
5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,kidneybeans
11,61,21,18.62328774,23.02410338,5.532100554,135.3378033,kidneybeans
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,kidneybeans
12,61,19,19.33162606,24.13995025,5.655726817,68.51253427,kidneybeans
5,74,21,16.24469193,21.35793891,5.591704014,66.97053257,kidneybeans
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,kidneybeans
31,75,18,15.46789263,21.43780702,5.824208309,88.88796102,kidneybeans
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,kidneybeans
5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,kidneybeans
32,79,15,23.90910104,20.74619325,5.706198621,81.60211243,kidneybeans
11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,kidneybeans
0,55,22,22.98666928,20.57940608,5.916779289,143.8584938,kidneybeans
14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,kidneybeans
29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,kidneybeans
32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,kidneybeans
17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,kidneybeans
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,kidneybeans
14,67,22,23.82576704,24.75485098,5.624690248,84.64143632,kidneybeans
9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,kidneybeans
20,73,22,16.03768615,22.33195853,5.976312538,130.3900798,kidneybeans
40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,kidneybeans
27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,kidneybeans
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,kidneybeans
7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,kidneybeans
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,kidneybeans
30,63,16,23.60506572,21.90539577,5.525904526,100.5978728,kidneybeans
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,kidneybeans
27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,kidneybeans
22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,kidneybeans
32,76,15,28.05153602,63.49802189,7.604110177,43.35795377,lentil
13,61,22,19.44084326,63.27771461,7.728832424,46.83130119,lentil
38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,lentil
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,lentil
37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,lentil
29,71,18,22.17499963,62.13873825,6.410441476,53.46622584,lentil
2,72,18,26.57597546,60.97876599,7.836719564,50.89110726,lentil
6,59,21,26.58972517,66.14007674,6.139215944,50.90994463,lentil
13,64,20,19.1345771,62.57526895,6.590571088,36.46946971,lentil
8,58,17,28.75273118,69.15640149,7.286049978,35.15426171,lentil
6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,lentil
2,75,22,23.89271875,61.78779413,6.658605362,52.55730112,lentil
3,69,23,28.67408774,63.18832976,7.299360767,42.96018627,lentil
27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,lentil
39,78,15,21.35499456,62.60136323,5.925391795,41.78219834,lentil
40,79,17,21.12695586,63.18738532,6.403683619,38.71834464,lentil
37,62,22,24.02037872,61.62313345,7.397546271,49.78102578,lentil
31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,lentil
22,67,22,29.03017561,64.49166566,7.475926645,54.9393771,lentil
3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,lentil
4,80,16,29.19585548,68.01965728,7.441976825,44.93261911,lentil
13,61,24,18.29783597,69.6897615,7.629910253,49.39111479,lentil
12,66,20,27.41434987,63.41785982,7.336117221,44.43177543,lentil
4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,lentil
9,60,21,29.94413861,67.31323084,7.52178027,40.37113729,lentil
18,66,22,25.87990287,67.55109024,6.347379185,47.89645224,lentil
32,56,18,20.0467711,65.84395319,7.135251532,46.05333124,lentil
6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,lentil
15,77,20,25.13163619,66.92642362,7.399749291,49.04015558,lentil
0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,lentil
30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,lentil
3,63,16,24.38041875,61.18458224,6.868881708,53.13946695,lentil
2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,lentil
10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,lentil
14,67,25,25.28710601,60.85993533,7.241151936,49.37369982,lentil
39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,lentil
19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,lentil
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,lentil
31,58,15,28.31886863,60.19461399,6.167855382,45.36521251,lentil
28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,lentil
5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,lentil
16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,lentil
34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,lentil
14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,lentil
22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,lentil
24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,lentil
2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,lentil
26,63,17,29.87854588,65.73085206,6.950300686,44.95654782,lentil
27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,lentil
24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,lentil
13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,lentil
6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,lentil
12,58,23,21.74600081,63.39503184,6.765091462,50.43306085,lentil
32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,lentil
6,68,18,24.388717,62.50453062,6.711341147,47.26052494,lentil
10,79,20,24.98287462,66.895409,6.379881442,38.21370568,lentil
38,77,22,28.234829,69.3159965,6.313284268,35.36831423,lentil
17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,lentil
26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,lentil
23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,lentil
32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,lentil
19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,lentil
22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,lentil
28,69,16,29.77013109,66.29327012,6.547361618,35.69674138,lentil
1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,lentil
12,67,23,25.62896213,63.14909763,6.585020303,45.49683991,lentil
36,67,20,20.39078312,60.47528931,6.924042372,53.31508572,lentil
